fixture_id,league_id,league_name,home_team,away_team,home_goals,away_goals,xg_home,xg_away,goal_diff,goal_total,match_result,kg_var,over_2_5,over_3_5,score_label
1224091,78,Bundesliga,Holstein Kiel,RB Leipzig,0,2,0.0,0.0,-2,2,MS2,0,0,0,0-2
1224089,78,Bundesliga,Borussia Mönchengladbach,Borussia Dortmund,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224088,78,Bundesliga,VfL Wolfsburg,FSV Mainz 05,4,3,0.0,0.0,1,7,MS1,1,1,1,4-3
1224087,78,Bundesliga,1899 Hoffenheim,SC Freiburg,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224095,78,Bundesliga,SC Freiburg,VfL Wolfsburg,3,2,0.0,0.0,1,5,MS1,1,1,1,3-2
1224098,78,Bundesliga,Borussia Mönchengladbach,Holstein Kiel,4,1,0.0,0.0,3,5,MS1,1,1,1,4-1
1224097,78,Bundesliga,FSV Mainz 05,Bayern München,2,1,0.0,0.0,1,3,MS1,1,1,0,2-1
1224096,78,Bundesliga,FC Augsburg,Bayer Leverkusen,0,2,0.0,0.0,-2,2,MS2,0,0,0,0-2
1224099,78,Bundesliga,Union Berlin,VfL Bochum,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224100,78,Bundesliga,FC St. Pauli,Werder Bremen,0,2,0.0,0.0,-2,2,MS2,0,0,0,0-2
1224094,78,Bundesliga,1. FC Heidenheim,VfB Stuttgart,1,3,0.0,0.0,-2,4,MS2,1,1,1,1-3
1224093,78,Bundesliga,Borussia Dortmund,1899 Hoffenheim,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224092,78,Bundesliga,RB Leipzig,Eintracht Frankfurt,2,1,0.0,0.0,1,3,MS1,1,1,0,2-1
1224103,78,Bundesliga,Bayern München,RB Leipzig,5,1,0.0,0.0,4,6,MS1,1,1,1,5-1
1224106,78,Bundesliga,Werder Bremen,Union Berlin,4,1,0.0,0.0,3,5,MS1,1,1,1,4-1
1224105,78,Bundesliga,1899 Hoffenheim,Borussia Mönchengladbach,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224104,78,Bundesliga,Eintracht Frankfurt,FSV Mainz 05,1,3,0.0,0.0,-2,4,MS2,1,1,1,1-3
1224102,78,Bundesliga,VfB Stuttgart,FC St. Pauli,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224109,78,Bundesliga,Holstein Kiel,FC Augsburg,5,1,0.0,0.0,4,6,MS1,1,1,1,5-1
1224101,78,Bundesliga,Bayer Leverkusen,SC Freiburg,5,1,0.0,0.0,4,6,MS1,1,1,1,5-1
1224108,78,Bundesliga,VfL Bochum,1. FC Heidenheim,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1224107,78,Bundesliga,VfL Wolfsburg,Borussia Dortmund,1,3,0.0,0.0,-2,4,MS2,1,1,1,1-3
1224111,78,Bundesliga,Borussia Dortmund,Bayer Leverkusen,2,3,0.0,0.0,-1,5,MS2,1,1,1,2-3
1224114,78,Bundesliga,SC Freiburg,Holstein Kiel,3,2,0.0,0.0,1,5,MS1,1,1,1,3-2
1224116,78,Bundesliga,FSV Mainz 05,VfL Bochum,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1224112,78,Bundesliga,1899 Hoffenheim,VfL Wolfsburg,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224113,78,Bundesliga,1. FC Heidenheim,Union Berlin,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1224118,78,Bundesliga,FC St. Pauli,Eintracht Frankfurt,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224117,78,Bundesliga,Borussia Mönchengladbach,Bayern München,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224110,78,Bundesliga,RB Leipzig,Werder Bremen,4,2,0.0,0.0,2,6,MS1,1,1,1,4-2
1224115,78,Bundesliga,FC Augsburg,VfB Stuttgart,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224127,78,Bundesliga,Holstein Kiel,Borussia Dortmund,4,2,0.0,0.0,2,6,MS1,1,1,1,4-2
1224124,78,Bundesliga,VfL Wolfsburg,Borussia Mönchengladbach,5,1,0.0,0.0,4,6,MS1,1,1,1,5-1
1224119,78,Bundesliga,Bayer Leverkusen,FSV Mainz 05,1,0,0.0,0.0,1,1,MS1,0,0,0,1-0
1224122,78,Bundesliga,Eintracht Frankfurt,SC Freiburg,4,1,0.0,0.0,3,5,MS1,1,1,1,4-1
1224126,78,Bundesliga,VfL Bochum,FC St. Pauli,1,0,0.0,0.0,1,1,MS1,0,0,0,1-0
1224121,78,Bundesliga,Bayern München,1899 Hoffenheim,5,0,0.0,0.0,5,5,MS1,0,1,1,5-0
1224123,78,Bundesliga,Werder Bremen,1. FC Heidenheim,3,3,0.0,0.0,0,6,MS0,1,1,1,3-3
1224120,78,Bundesliga,VfB Stuttgart,RB Leipzig,2,1,0.0,0.0,1,3,MS1,1,1,0,2-1
1224125,78,Bundesliga,Union Berlin,FC Augsburg,0,2,0.0,0.0,-2,2,MS2,0,0,0,0-2
1224131,78,Bundesliga,Eintracht Frankfurt,Borussia Dortmund,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1224130,78,Bundesliga,Bayern München,VfL Wolfsburg,3,2,0.0,0.0,1,5,MS1,1,1,1,3-2
1224129,78,Bundesliga,VfB Stuttgart,SC Freiburg,4,0,0.0,0.0,4,4,MS1,0,1,1,4-0
1224135,78,Bundesliga,VfL Bochum,RB Leipzig,3,3,0.0,0.0,0,6,MS0,1,1,1,3-3
1224132,78,Bundesliga,1. FC Heidenheim,FC St. Pauli,0,2,0.0,0.0,-2,2,MS2,0,0,0,0-2
1224136,78,Bundesliga,Holstein Kiel,1899 Hoffenheim,1,3,0.0,0.0,-2,4,MS2,1,1,1,1-3
1224128,78,Bundesliga,Bayer Leverkusen,Borussia Mönchengladbach,3,1,0.0,0.0,2,4,MS1,1,1,1,3-1
1224134,78,Bundesliga,Union Berlin,FSV Mainz 05,2,1,0.0,0.0,1,3,MS1,1,1,0,2-1
1224133,78,Bundesliga,Werder Bremen,FC Augsburg,0,2,0.0,0.0,-2,2,MS2,0,0,0,0-2
1224142,78,Bundesliga,VfL Wolfsburg,Holstein Kiel,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1224140,78,Bundesliga,SC Freiburg,Bayern München,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224143,78,Bundesliga,FSV Mainz 05,VfB Stuttgart,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1224138,78,Bundesliga,Borussia Dortmund,Werder Bremen,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1224141,78,Bundesliga,FC Augsburg,1. FC Heidenheim,2,1,0.0,0.0,1,3,MS1,1,1,0,2-1
1224137,78,Bundesliga,RB Leipzig,Bayer Leverkusen,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1224144,78,Bundesliga,Borussia Mönchengladbach,VfL Bochum,3,0,0.0,0.0,3,3,MS1,0,1,0,3-0
1224139,78,Bundesliga,1899 Hoffenheim,Eintracht Frankfurt,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1224145,78,Bundesliga,FC St. Pauli,Union Berlin,3,0,0.0,0.0,3,3,MS1,0,1,0,3-0
1224151,78,Bundesliga,Werder Bremen,FSV Mainz 05,1,0,0.0,0.0,1,1,MS1,0,0,0,1-0
1224148,78,Bundesliga,Bayern München,Holstein Kiel,4,3,0.0,0.0,1,7,MS1,1,1,1,4-3
1224147,78,Bundesliga,VfB Stuttgart,Borussia Mönchengladbach,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224153,78,Bundesliga,VfL Bochum,SC Freiburg,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224150,78,Bundesliga,1. FC Heidenheim,Borussia Dortmund,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224154,78,Bundesliga,FC St. Pauli,FC Augsburg,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224152,78,Bundesliga,Union Berlin,RB Leipzig,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224149,78,Bundesliga,Eintracht Frankfurt,VfL Wolfsburg,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224146,78,Bundesliga,Bayer Leverkusen,1899 Hoffenheim,3,1,0.0,0.0,2,4,MS1,1,1,1,3-1
1224155,78,Bundesliga,Bayern München,Werder Bremen,3,0,0.0,0.0,3,3,MS1,0,1,0,3-0
1224159,78,Bundesliga,SC Freiburg,1. FC Heidenheim,1,0,0.0,0.0,1,1,MS1,0,0,0,1-0
1224160,78,Bundesliga,VfL Wolfsburg,Bayer Leverkusen,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224161,78,Bundesliga,FSV Mainz 05,FC Augsburg,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224157,78,Bundesliga,Borussia Dortmund,VfB Stuttgart,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224158,78,Bundesliga,1899 Hoffenheim,Union Berlin,0,4,0.0,0.0,-4,4,MS2,0,1,1,0-4
1224162,78,Bundesliga,Borussia Mönchengladbach,Eintracht Frankfurt,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224163,78,Bundesliga,Holstein Kiel,VfL Bochum,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1224156,78,Bundesliga,RB Leipzig,FC St. Pauli,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1224169,78,Bundesliga,FC Augsburg,RB Leipzig,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224165,78,Bundesliga,VfB Stuttgart,VfL Wolfsburg,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224171,78,Bundesliga,VfL Bochum,Borussia Dortmund,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1224170,78,Bundesliga,Union Berlin,Borussia Mönchengladbach,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224172,78,Bundesliga,FC St. Pauli,SC Freiburg,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224164,78,Bundesliga,Bayer Leverkusen,Bayern München,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224168,78,Bundesliga,Werder Bremen,1899 Hoffenheim,1,3,0.0,0.0,-2,4,MS2,1,1,1,1-3
1224166,78,Bundesliga,Eintracht Frankfurt,Holstein Kiel,3,1,0.0,0.0,2,4,MS1,1,1,1,3-1
1224167,78,Bundesliga,1. FC Heidenheim,FSV Mainz 05,0,2,0.0,0.0,-2,2,MS2,0,0,0,0-2
1224177,78,Bundesliga,SC Freiburg,Werder Bremen,5,0,0.0,0.0,5,5,MS1,0,1,1,5-0
1224178,78,Bundesliga,VfL Wolfsburg,VfL Bochum,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224180,78,Bundesliga,Borussia Mönchengladbach,FC Augsburg,0,3,0.0,0.0,-3,3,MS2,0,1,0,0-3
1224179,78,Bundesliga,FSV Mainz 05,FC St. Pauli,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1224181,78,Bundesliga,Holstein Kiel,Bayer Leverkusen,0,2,0.0,0.0,-2,2,MS2,0,0,0,0-2
1224175,78,Bundesliga,Borussia Dortmund,Union Berlin,6,0,0.0,0.0,6,6,MS1,0,1,1,6-0
1224174,78,Bundesliga,RB Leipzig,1. FC Heidenheim,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1224173,78,Bundesliga,Bayern München,Eintracht Frankfurt,4,0,0.0,0.0,4,4,MS1,0,1,1,4-0
1224176,78,Bundesliga,1899 Hoffenheim,VfB Stuttgart,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224182,78,Bundesliga,VfB Stuttgart,Bayern München,1,3,0.0,0.0,-2,4,MS2,1,1,1,1-3
1224186,78,Bundesliga,Werder Bremen,VfL Wolfsburg,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224183,78,Bundesliga,RB Leipzig,FSV Mainz 05,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224189,78,Bundesliga,VfL Bochum,1899 Hoffenheim,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224185,78,Bundesliga,1. FC Heidenheim,Borussia Mönchengladbach,0,3,0.0,0.0,-3,3,MS2,0,1,0,0-3
1224190,78,Bundesliga,FC St. Pauli,Borussia Dortmund,0,2,0.0,0.0,-2,2,MS2,0,0,0,0-2
1224184,78,Bundesliga,Eintracht Frankfurt,Bayer Leverkusen,1,4,0.0,0.0,-3,5,MS2,1,1,1,1-4
1224188,78,Bundesliga,Union Berlin,Holstein Kiel,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224187,78,Bundesliga,FC Augsburg,SC Freiburg,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224198,78,Bundesliga,Borussia Mönchengladbach,FSV Mainz 05,1,3,0.0,0.0,-2,4,MS2,1,1,1,1-3
1224192,78,Bundesliga,Bayern München,VfL Bochum,2,3,0.0,0.0,-1,5,MS2,1,1,1,2-3
1224197,78,Bundesliga,VfL Wolfsburg,FC St. Pauli,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224193,78,Bundesliga,Borussia Dortmund,FC Augsburg,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224191,78,Bundesliga,Bayer Leverkusen,Werder Bremen,0,2,0.0,0.0,-2,2,MS2,0,0,0,0-2
1224199,78,Bundesliga,Holstein Kiel,VfB Stuttgart,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1224196,78,Bundesliga,SC Freiburg,RB Leipzig,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224194,78,Bundesliga,Eintracht Frankfurt,Union Berlin,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224195,78,Bundesliga,1899 Hoffenheim,1. FC Heidenheim,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224208,78,Bundesliga,FC St. Pauli,1899 Hoffenheim,1,0,0.0,0.0,1,1,MS1,0,0,0,1-0
1224203,78,Bundesliga,Werder Bremen,Borussia Mönchengladbach,2,4,0.0,0.0,-2,6,MS2,1,1,1,2-4
1224205,78,Bundesliga,FSV Mainz 05,SC Freiburg,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1224204,78,Bundesliga,FC Augsburg,VfL Wolfsburg,1,0,0.0,0.0,1,1,MS1,0,0,0,1-0
1224206,78,Bundesliga,Union Berlin,Bayern München,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224201,78,Bundesliga,RB Leipzig,Borussia Dortmund,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1224207,78,Bundesliga,VfL Bochum,Eintracht Frankfurt,1,3,0.0,0.0,-2,4,MS2,1,1,1,1-3
1224202,78,Bundesliga,1. FC Heidenheim,Holstein Kiel,3,1,0.0,0.0,2,4,MS1,1,1,1,3-1
1224200,78,Bundesliga,VfB Stuttgart,Bayer Leverkusen,3,4,0.0,0.0,-1,7,MS2,1,1,1,3-4
1224209,78,Bundesliga,Bayer Leverkusen,VfL Bochum,3,1,0.0,0.0,2,4,MS1,1,1,1,3-1
1224210,78,Bundesliga,Bayern München,FC St. Pauli,3,2,0.0,0.0,1,5,MS1,1,1,1,3-2
1224215,78,Bundesliga,VfL Wolfsburg,1. FC Heidenheim,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224216,78,Bundesliga,Borussia Mönchengladbach,RB Leipzig,1,0,0.0,0.0,1,1,MS1,0,0,0,1-0
1224213,78,Bundesliga,1899 Hoffenheim,FC Augsburg,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224217,78,Bundesliga,Holstein Kiel,Werder Bremen,0,3,0.0,0.0,-3,3,MS2,0,1,0,0-3
1224212,78,Bundesliga,Eintracht Frankfurt,VfB Stuttgart,1,0,0.0,0.0,1,1,MS1,0,0,0,1-0
1224214,78,Bundesliga,SC Freiburg,Union Berlin,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224211,78,Bundesliga,Borussia Dortmund,FSV Mainz 05,3,1,0.0,0.0,2,4,MS1,1,1,1,3-1
1224222,78,Bundesliga,FC Augsburg,Bayern München,1,3,0.0,0.0,-2,4,MS2,1,1,1,1-3
1224221,78,Bundesliga,SC Freiburg,Borussia Dortmund,1,4,0.0,0.0,-3,5,MS2,1,1,1,1-4
1224223,78,Bundesliga,FSV Mainz 05,Holstein Kiel,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224218,78,Bundesliga,RB Leipzig,1899 Hoffenheim,3,1,0.0,0.0,2,4,MS1,1,1,1,3-1
1224225,78,Bundesliga,VfL Bochum,VfB Stuttgart,0,4,0.0,0.0,-4,4,MS2,0,1,1,0-4
1224219,78,Bundesliga,1. FC Heidenheim,Bayer Leverkusen,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1224220,78,Bundesliga,Werder Bremen,Eintracht Frankfurt,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1224226,78,Bundesliga,FC St. Pauli,Borussia Mönchengladbach,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1224224,78,Bundesliga,Union Berlin,VfL Wolfsburg,1,0,0.0,0.0,1,1,MS1,0,0,0,1-0
1224232,78,Bundesliga,VfL Wolfsburg,RB Leipzig,2,3,0.0,0.0,-1,5,MS2,1,1,1,2-3
1224233,78,Bundesliga,Borussia Mönchengladbach,SC Freiburg,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224231,78,Bundesliga,1899 Hoffenheim,FSV Mainz 05,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1224227,78,Bundesliga,Bayer Leverkusen,Union Berlin,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224234,78,Bundesliga,VfL Bochum,FC Augsburg,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224235,78,Bundesliga,Holstein Kiel,FC St. Pauli,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224229,78,Bundesliga,Bayern München,Borussia Dortmund,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1224228,78,Bundesliga,VfB Stuttgart,Werder Bremen,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1224230,78,Bundesliga,Eintracht Frankfurt,1. FC Heidenheim,3,0,0.0,0.0,3,3,MS1,0,1,0,3-0
1224240,78,Bundesliga,SC Freiburg,1899 Hoffenheim,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224239,78,Bundesliga,Werder Bremen,VfL Bochum,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224242,78,Bundesliga,FSV Mainz 05,VfL Wolfsburg,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224236,78,Bundesliga,RB Leipzig,Holstein Kiel,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224238,78,Bundesliga,1. FC Heidenheim,Bayern München,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224243,78,Bundesliga,Union Berlin,VfB Stuttgart,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224241,78,Bundesliga,FC Augsburg,Eintracht Frankfurt,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224237,78,Bundesliga,Borussia Dortmund,Borussia Mönchengladbach,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224244,78,Bundesliga,FC St. Pauli,Bayer Leverkusen,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224246,78,Bundesliga,VfB Stuttgart,1. FC Heidenheim,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224247,78,Bundesliga,Bayern München,FSV Mainz 05,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224251,78,Bundesliga,VfL Wolfsburg,SC Freiburg,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224249,78,Bundesliga,1899 Hoffenheim,Borussia Dortmund,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224245,78,Bundesliga,Bayer Leverkusen,FC Augsburg,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224253,78,Bundesliga,Holstein Kiel,Borussia Mönchengladbach,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224248,78,Bundesliga,Eintracht Frankfurt,RB Leipzig,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224252,78,Bundesliga,VfL Bochum,Union Berlin,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224250,78,Bundesliga,Werder Bremen,FC St. Pauli,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224256,78,Bundesliga,1. FC Heidenheim,VfL Bochum,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224260,78,Bundesliga,Borussia Mönchengladbach,1899 Hoffenheim,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224254,78,Bundesliga,RB Leipzig,Bayern München,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224261,78,Bundesliga,Union Berlin,Werder Bremen,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224262,78,Bundesliga,FC St. Pauli,VfB Stuttgart,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224255,78,Bundesliga,Borussia Dortmund,VfL Wolfsburg,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224258,78,Bundesliga,FC Augsburg,Holstein Kiel,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224257,78,Bundesliga,SC Freiburg,Bayer Leverkusen,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224259,78,Bundesliga,FSV Mainz 05,Eintracht Frankfurt,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224268,78,Bundesliga,VfL Wolfsburg,1899 Hoffenheim,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224267,78,Bundesliga,Werder Bremen,RB Leipzig,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224270,78,Bundesliga,VfL Bochum,FSV Mainz 05,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224269,78,Bundesliga,Union Berlin,1. FC Heidenheim,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224271,78,Bundesliga,Holstein Kiel,SC Freiburg,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224265,78,Bundesliga,Bayern München,Borussia Mönchengladbach,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224263,78,Bundesliga,Bayer Leverkusen,Borussia Dortmund,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224266,78,Bundesliga,Eintracht Frankfurt,FC St. Pauli,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224264,78,Bundesliga,VfB Stuttgart,FC Augsburg,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224276,78,Bundesliga,SC Freiburg,Eintracht Frankfurt,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224279,78,Bundesliga,Borussia Mönchengladbach,VfL Wolfsburg,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224278,78,Bundesliga,FSV Mainz 05,Bayer Leverkusen,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224273,78,Bundesliga,Borussia Dortmund,Holstein Kiel,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224274,78,Bundesliga,1899 Hoffenheim,Bayern München,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224277,78,Bundesliga,FC Augsburg,Union Berlin,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224272,78,Bundesliga,RB Leipzig,VfB Stuttgart,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224275,78,Bundesliga,1. FC Heidenheim,Werder Bremen,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1224280,78,Bundesliga,FC St. Pauli,VfL Bochum,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1223598,135,Serie A,Genoa,Inter,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1223604,135,Serie A,Parma,Fiorentina,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1223603,135,Serie A,AC Milan,Torino,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1223597,135,Serie A,Empoli,Monza,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1223595,135,Serie A,Bologna,Udinese,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1223599,135,Serie A,Verona,Napoli,3,0,0.0,0.0,3,3,MS1,0,1,0,3-0
1223601,135,Serie A,Lazio,Venezia,3,1,0.0,0.0,2,4,MS1,1,1,1,3-1
1223596,135,Serie A,Cagliari,AS Roma,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1223602,135,Serie A,Lecce,Atalanta,0,4,0.0,0.0,-4,4,MS2,0,1,1,0-4
1223600,135,Serie A,Juventus,Como,3,0,0.0,0.0,3,3,MS1,0,1,0,3-0
1223614,135,Serie A,Udinese,Lazio,2,1,0.0,0.0,1,3,MS1,1,1,0,2-1
1223611,135,Serie A,Parma,AC Milan,2,1,0.0,0.0,1,3,MS1,1,1,0,2-1
1223608,135,Serie A,Inter,Lecce,2,0,0.0,0.0,2,2,MS1,0,0,0,2-0
1223609,135,Serie A,Monza,Genoa,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1223606,135,Serie A,Fiorentina,Venezia,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1223613,135,Serie A,Torino,Atalanta,2,1,0.0,0.0,1,3,MS1,1,1,0,2-1
1223610,135,Serie A,Napoli,Bologna,3,0,0.0,0.0,3,3,MS1,0,1,0,3-0
1223612,135,Serie A,AS Roma,Empoli,1,2,0.0,0.0,-1,3,MS2,1,1,0,1-2
1223605,135,Serie A,Cagliari,Como,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1223607,135,Serie A,Verona,Juventus,0,3,0.0,0.0,-3,3,MS2,0,1,0,0-3
1223624,135,Serie A,Venezia,Torino,0,1,0.0,0.0,-1,1,MS2,0,0,0,0-1
1223618,135,Serie A,Inter,Atalanta,4,0,0.0,0.0,4,4,MS1,0,1,1,4-0
1223615,135,Serie A,Bologna,Empoli,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1223621,135,Serie A,Lecce,Cagliari,1,0,0.0,0.0,1,1,MS1,0,0,0,1-0
1223620,135,Serie A,Lazio,AC Milan,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1223622,135,Serie A,Napoli,Parma,2,1,0.0,0.0,1,3,MS1,1,1,0,2-1
1223617,135,Serie A,Genoa,Verona,0,2,0.0,0.0,-2,2,MS2,0,0,0,0-2
1223616,135,Serie A,Fiorentina,Monza,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1223623,135,Serie A,Udinese,Como,1,0,0.0,0.0,1,1,MS1,0,0,0,1-0
1223619,135,Serie A,Juventus,AS Roma,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1223627,135,Serie A,Como,Bologna,2,2,0.0,0.0,0,4,MS0,1,1,1,2-2
1223628,135,Serie A,Empoli,Juventus,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1223631,135,Serie A,AC Milan,Venezia,4,0,0.0,0.0,4,4,MS1,0,1,1,4-0
1223629,135,Serie A,Genoa,AS Roma,1,1,0.0,0.0,0,2,MS0,1,0,0,1-1
1223625,135,Serie A,Atalanta,Fiorentina,3,2,0.0,0.0,1,5,MS1,1,1,1,3-2
1223634,135,Serie A,Torino,Lecce,0,0,0.0,0.0,0,0,MS0,0,0,0,0-0
1223626,135,Serie A,Cagliari,Napoli,0,4,0.0,0.0,-4,4,MS2,0,1,1,0-4
